Title,Photographer,Studio Name,Studio Location,Original Creator,Date-EDTF,Date,Dates,Notes,Subjects,Location Depicted,Object Type,Physical Description,Negative Number,Digital Collection,Collection,Contributor,Repository,Ordering Information,Acquisition,Rights URI,Restrictions,Relation,Resource Identifier,Transmission Data,Type-DCMI,Institution,Photographer's Reference Number,Previous version of Title (6/2023),Previous version of Notes (6/2023),OCLC number,Date created,Date modified,Reference URL,CONTENTdm number,CONTENTdm file name,CONTENTdm file path
"Klamath tule-mat covered lodges, Oregon, in engraving made 1855",,,,"Stanley, J. M. (John Mix), 1814-1872",1854/1961,,1855,"Photograph of engraving of men (and dogs) in front of several reed matting lodges & structures     Image from U.S. War Dept.'s Reports of explorations and surveys to ascertain the most practicable and economical route for a railroad from the Mississippi River to the Pacific Ocean, 1860, v. 6, p.69    Note from U.S. War Dept.'s Reports of explorations and surveys to ascertain the most practicable and economical route for a railroad from the Mississippi River to the Pacific Ocean, 1860, v. 6, p.69: ""The [Klamath] lodges had vertical walls supporting flat roofs. They were composed of a framework of sticks, covered with a matting of woven tule. The winter huts where shaped like bee-hives and made of sticks plastered with mud.",Engravings; Klamath Indians--Structures; Lodges--Oregon; Matting,United States--Oregon,photograph; image,,NA4177,American Indians of the Pacific Northwest Images,,University of Washington Libraries,University of Washington Libraries. Special Collections Division,"To order a reproduction, inquire about permissions, or for information about prices see:    http://www.lib.washington.edu/specialcollections/services/reproduction/reproduction   Please cite the Negative Number",,http://rightsstatements.org/vocab/CNE/1.0/,http://content.lib.washington.edu/aipnw/copyrights.html,http://content.lib.washington.edu/aipnw/,http://content.lib.washington.edu/cgi-bin/htmlview.exe?CISOROOT=/loc&CISOPTR=2144,Image/JPEG,StillImage,Special Collections,,,,,1/22/2003,10/30/2018,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/loc/id/2144,2144,NA4177.jpg,/loc/image/NA4177.jpg
"Tlingit houses, canoes and totem poles, Wrangell, Alaska, in engraving made ca. 1875",,Peterson Brothers,,,1854/1961,,1875,"Photograph of engraving (after photograph by Peterson Bros.) of cedar houses, several canoes pulled up on shore (with women in long dresses bending over them) and three totem poles, two topped with orcas.    Image from Harper's Weekly, Oct. 4, 1879, p. 792    Note from unidentified source: East port, Stickeen village, Fort Wrangle",Engravings; Tlingit Indians--Structures; Tlingit Indians--Arts & crafts; Totem poles--Alaska--Wrangell; Wrangell (Alaska),United States--Alaska--Wrangell,photograph; image,,NA4010,American Indians of the Pacific Northwest Images,,University of Washington Libraries,University of Washington Libraries. Special Collections Division,"To order a reproduction, inquire about permissions, or for information about prices see:    http://www.lib.washington.edu/specialcollections/services/reproduction/reproduction   Please cite the Negative Number",,http://rightsstatements.org/vocab/CNE/1.0/,http://content.lib.washington.edu/aipnw/copyrights.html,http://content.lib.washington.edu/aipnw/,http://content.lib.washington.edu/cgi-bin/htmlview.exe?CISOROOT=/loc&CISOPTR=2145,Image/JPEG,StillImage,Special Collections,,,,,1/22/2003,10/30/2018,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/loc/id/2145,2145,NA4010.jpg,/loc/image/NA4010.jpg
"Pacific Gulf Yupik Eskimo artifacts from Kodiak Island, Alaska, in engraving made ca. 1805",,,,"Lisiansky, Urey, 1773-1837",1854/1961,,1805,"Photograph of engraving of various items; carved figures, seal decoy mask, dish, nose piece, harpoon, arrows.    Image from Urey Lisiansky's A voyage round the world in the years 1803, 4, 5, & 6; 1814, pl. 3",Engravings; Pacific Gulf Yupik Eskimos--Arts & crafts; Fishing & hunting gear; Kodiak Island (Alaska),United States--Alaska--Kodiak Island,photograph; image,,NA3948,American Indians of the Pacific Northwest Images,,University of Washington Libraries,University of Washington Libraries. Special Collections Division,"To order a reproduction, inquire about permissions, or for information about prices see:    http://www.lib.washington.edu/specialcollections/services/reproduction/reproduction   Please cite the Negative Number",,http://rightsstatements.org/vocab/CNE/1.0/,http://content.lib.washington.edu/aipnw/copyrights.html,http://content.lib.washington.edu/aipnw/,http://content.lib.washington.edu/cgi-bin/htmlview.exe?CISOROOT=/loc&CISOPTR=2146,Image/JPEG,StillImage,Special Collections,,,,,1/22/2003,10/30/2018,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/loc/id/2146,2146,NA3948.jpg,/loc/image/NA3948.jpg
"Chugach Eskimo temporary camp, Prince William Sound, Alaska, in engraving made 1790",,,,"Voronin, Luka",1854/1961,,1790,"Photograph of engraving of shoreline, with men in woven tunics and conical hats land kayak & small boat, and stand near hut and temporary shelters made from upturned boats. Sailor in uniform  stands on shore. Caption says that it is Americans from Shugachski Sound camped for brief time under overturned canoes.    Image from Gavriil Andreevich Sarychev's Puteshestvaie flota kapitana Sarycheva po seiieverovostochnoaei chasti Sibiri, Ledovitomu moreiiu i Vostochnomu okeanu, 1802, Atlas, pl.52    Caption on image: Amerikantsy Shugachskoi guby raspolozhivshiesia navremia nod oprokinutymi svoimi baidarami",Engravings; Chugach Eskimos--Structures; Chugach Eskimos--Transportation; Prince William Sound (Alaska),United States--Alaska--Prince William Sound,photograph; image,,NA3973,American Indians of the Pacific Northwest Images,,University of Washington Libraries,University of Washington Libraries. Special Collections Division,"To order a reproduction, inquire about permissions, or for information about prices see:    http://www.lib.washington.edu/specialcollections/services/reproduction/reproduction   Please cite the Negative Number",,http://rightsstatements.org/vocab/CNE/1.0/,http://content.lib.washington.edu/aipnw/copyrights.html,http://content.lib.washington.edu/aipnw/,http://content.lib.washington.edu/cgi-bin/htmlview.exe?CISOROOT=/loc&CISOPTR=2147,Image/JPEG,StillImage,Special Collections,,,,,1/22/2003,10/30/2018,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/loc/id/2147,2147,NA3973.jpg,/loc/image/NA3973.jpg
"Chugach Eskimo canoes and kayaks in  Prince William Sound, Alaska, in engraving made 1778",,,,"Webber, John, 1752-1793",1854/1961,,1778,"Photograph of engraving of the sound and mountains, with canoes (of different sizes) and kayaks moving about the water    Image from James Cook's A voyage to the Pacific Ocean. Atlas, 1773-1784, pl. 45    Caption on image: A view of Snug Corner Cove, in Prince William's Sound",Engravings; Chugach Eskimos--Transportation; Canoes; Kayaks; Snug Corner Cove (Alaska); Prince William Sound (Alaska),United States--Alaska--Prince William Sound,photograph; image,,NA3920,American Indians of the Pacific Northwest Images,,University of Washington Libraries,University of Washington Libraries. Special Collections Division,"To order a reproduction, inquire about permissions, or for information about prices see:    http://www.lib.washington.edu/specialcollections/services/reproduction/reproduction   Please cite the Negative Number",,http://rightsstatements.org/vocab/CNE/1.0/,http://content.lib.washington.edu/aipnw/copyrights.html,http://content.lib.washington.edu/aipnw/,http://content.lib.washington.edu/cgi-bin/htmlview.exe?CISOROOT=/loc&CISOPTR=2148,Image/JPEG,StillImage,Special Collections,,,,,1/22/2003,10/30/2018,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/loc/id/2148,2148,NA3920.jpg,/loc/image/NA3920.jpg
"Chugach Eskimo man with hat and piercings,  Prince William Sound, Alaska, in engraving made 1778",,,,"Webber, John, 1752-1793",1854/1961,,1778,"Photograph of engraving of man in spruce root hat with designs, nose piece and beads, earrings and woven cloak/tunic    Image from James Cook's A voyage to the Pacific Ocean. Atlas, 1773-1784, pl. 46    Caption on image: A man of Prince William's Sound",Engravings; Chugach Eskimos--Clothing & dress; Prince William Sound (Alaska),United States--Alaska--Prince William Sound,Photographs,,NA3921,American Indians of the Pacific Northwest Images,,University of Washington Libraries,University of Washington Libraries. Special Collections Division,"To order a reproduction, inquire about permissions, or for information about prices see:    http://www.lib.washington.edu/specialcollections/services/reproduction/reproduction   Please cite the Negative Number",,http://rightsstatements.org/vocab/CNE/1.0/,http://content.lib.washington.edu/aipnw/copyrights.html,http://content.lib.washington.edu/aipnw/,http://content.lib.washington.edu/cgi-bin/htmlview.exe?CISOROOT=/loc&CISOPTR=2149,Image/JPEG,StillImage,Special Collections,,,,,1/22/2003,10/30/2018,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/loc/id/2149,2149,NA3921.jpg,/loc/image/NA3921.jpg
"Chugach Eskimo woman with labret and piercings,  Prince William Sound, Alaska, in engraving made 1778",,,,"Webber, John, 1752-1793",1854/1961,,1778,"Photograph of engraving of woman in nose piece, beaded labret (lip piercing), earrings and fur cloak    Image from James Cook's A voyage to the Pacific Ocean. Atlas, 1773-1784, pl. 47  Caption on image: A woman of Prince William's Sound",Engravings; Chugach Eskimos--Clothing & dress; Prince William Sound (Alaska),United States--Alaska--Prince William Sound,photograph; image,,NA3922,American Indians of the Pacific Northwest Images,,University of Washington Libraries,University of Washington Libraries. Special Collections Division,"To order a reproduction, inquire about permissions, or for information about prices see:    http://www.lib.washington.edu/specialcollections/services/reproduction/reproduction   Please cite the Negative Number",,http://rightsstatements.org/vocab/CNE/1.0/,http://content.lib.washington.edu/aipnw/copyrights.html,http://content.lib.washington.edu/aipnw/,http://content.lib.washington.edu/cgi-bin/htmlview.exe?CISOROOT=/loc&CISOPTR=2150,Image/JPEG,StillImage,Special Collections,,,,,1/22/2003,10/30/2018,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/loc/id/2150,2150,NA3922.jpg,/loc/image/NA3922.jpg
"Tlingit women with labrets, Lituya Bay, Alaska, in engraving made 1786",,,,"Duche de Vancy, Gaspard",1854/1961,,1786,"Photograph of engraving of two women under a tree; they wear fur cloaks over wrap-around tunics, labrets & earrings. Caption says a woman of Port of France    Image from Jean-Francois de Galaup La Perouse's Voyage de La Perouse autour du monde, Atlas, 1797, no. 24    Caption on image: Femme du Port des Francais",Engravings; Tlingit Indians--Clothing & dress; Tlingit Indians--Women; Lituya Bay (Alaska),United States--Alaska--Lituya Bay,Photographs,,NA3944,American Indians of the Pacific Northwest Images,,University of Washington Libraries,University of Washington Libraries. Special Collections Division,"To order a reproduction, inquire about permissions, or for information about prices see:    http://www.lib.washington.edu/specialcollections/services/reproduction/reproduction   Please cite the Negative Number",,http://rightsstatements.org/vocab/CNE/1.0/,http://content.lib.washington.edu/aipnw/copyrights.html,http://content.lib.washington.edu/aipnw/,http://content.lib.washington.edu/cgi-bin/htmlview.exe?CISOROOT=/loc&CISOPTR=2151,Image/JPEG,StillImage,Special Collections,,,,,1/22/2003,4/15/2022,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/loc/id/2151,2151,NA3944.jpg,/loc/image/NA3944.jpg
"Tlingit men, women & child under lean-to, Lituya Bay, Alaska, in engraving made 1786",,,,"Duche de Vancy, Gaspard",1854/1961,,1786,"Photograph of engraving of group under shelter made from roped together planks; women wear fur cloaks over wrap-around tunics, labrets & earrings, men have cloaks over tunics and hats, child (holding mirror, beads & cloth) wears a fur tunic. In foreground is man wearing feathers in his hair, fringed leathers & holding a rifle.  Caption says clothing of the inhabitants of Port of France on the Northwest Coast of America    Image from Jean-Francois de Galaup La Perouse's Voyage de La Perouse autour du monde, Atlas, 1797, no. 23    Caption on image: Costume des habitans de Port des Francais, sur la Cote du Nord-Ouest de l'Amerique",Engravings; Tlingit Indians--Clothing & dress; Tlingit Indians--Structures; Lituya Bay (Alaska),United States--Alaska--Lituya Bay,photograph; image,,NA3943,American Indians of the Pacific Northwest Images,,University of Washington Libraries,University of Washington Libraries. Special Collections Division,"To order a reproduction, inquire about permissions, or for information about prices see:    http://www.lib.washington.edu/specialcollections/services/reproduction/reproduction   Please cite the Negative Number",,http://rightsstatements.org/vocab/CNE/1.0/,http://content.lib.washington.edu/aipnw/copyrights.html,http://content.lib.washington.edu/aipnw/,http://content.lib.washington.edu/cgi-bin/htmlview.exe?CISOROOT=/loc&CISOPTR=2152,Image/JPEG,StillImage,Special Collections,,,,,1/22/2003,4/15/2022,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/loc/id/2152,2152,NA3943.jpg,/loc/image/NA3943.jpg
"Tlingit men in an ocean-going canoe, Lituya Bay, Alaska, in engraving made 1786",,,,Lieutenant di Frigate Blondela,1854/1961,,1786,"Photograph of engraving of men paddling a large, painted canoe    Image from Jean-Francois de Galaup La Perouse's Voyage de La Perouse autour du monde. Atlas, 1797, no. 57 [a]    Note from unidentified source: Pirogue du Port des Francais",Engravings; Tlingit Indians--Clothing & dress; Tlingit Indians--Transportation; Canoes; Lituya Bay (Alaska),United States--Alaska--Lituya Bay,Photographs,,NA3945,American Indians of the Pacific Northwest Images,,University of Washington Libraries,University of Washington Libraries. Special Collections Division,"To order a reproduction, inquire about permissions, or for information about prices see:    http://www.lib.washington.edu/specialcollections/services/reproduction/reproduction   Please cite the Negative Number",,http://rightsstatements.org/vocab/CNE/1.0/,http://content.lib.washington.edu/aipnw/copyrights.html,http://content.lib.washington.edu/aipnw/,http://content.lib.washington.edu/cgi-bin/htmlview.exe?CISOROOT=/loc&CISOPTR=2153,Image/JPEG,StillImage,Special Collections,,,,,1/22/2003,4/15/2022,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/loc/id/2153,2153,NA3945.jpg,/loc/image/NA3945.jpg
"Tlingit man & woman near the frame of an ocean-going canoe, Lituya Bay, Alaska, in engraving made 1786",,,,"Blondela, Lt.",1854/1961,,1786,"Photograph of engraving of man & woman standing by frame of large unfinished canoe. Caption says it is a canoe found at Port of France. One sees [in front] the skin to go over the planking.     Image from Jean-Francois de Galaup La Perouse's Voyage de La Perouse autour du monde. Atlas, 1797, no. 57 [b]    Caption on image: Pirogue, trouvee au Port des Francais. On voit a son cote la peau qui lui tient lieu de bordage.",Engravings; Tlingit Indians--Clothing & dress; Tlingit Indians--Transportation; Canoes; Lituya Bay (Alaska),United States--Alaska--Lituya Bay,photograph; image,,NA3946,American Indians of the Pacific Northwest Images,,University of Washington Libraries,University of Washington Libraries. Special Collections Division,"To order a reproduction, inquire about permissions, or for information about prices see:    http://www.lib.washington.edu/specialcollections/services/reproduction/reproduction   Please cite the Negative Number",,http://rightsstatements.org/vocab/CNE/1.0/,http://content.lib.washington.edu/aipnw/copyrights.html,http://content.lib.washington.edu/aipnw/,http://content.lib.washington.edu/cgi-bin/htmlview.exe?CISOROOT=/loc&CISOPTR=2154,Image/JPEG,StillImage,Special Collections,,,,,1/22/2003,4/15/2022,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/loc/id/2154,2154,NA3946.jpg,/loc/image/NA3946.jpg
